1,107160.0
2,115600.0
3,132587.0
4,164406.0
5,123600.0
6,135199.0
7,123480.0
8,124898.0
9,129731.0
10,117216.0
11,171054.0
12,137772.0
13,112125.0
14,128232.0
15,91368.0
16,133434.0
17,120736.0
18,154448.0
19,120736.0
20,121296.0
21,155610.0
22,111720.0
23,161112.0
24,103532.0
25,134664.0
26,75504.0
27,92256.0
28,98670.0
29,93010.0
30,107061.0
31,147095.0
32,115705.0
33,148190.0
34,130670.0
35,159840.0
36,99831.0
37,99264.0
38,133700.0
39,94697.0
40,139860.0
41,121576.0
42,147056.0
43,115070.0
44,98134.0
45,109210.0
46,122202.0
47,104967.0
48,95979.0
49,96432.0
50,95571.0
51,114387.0
52,78399.0
53,93440.0
54,82626.0
55,119680.0
56,91238.0
57,120736.0
58,95631.0
59,121765.0
60,105156.0
61,138229.0
62,108731.0
63,135485.0
64,82812.0
65,96672.0
66,134250.0
67,123114.0
68,151455.0
69,108966.0
70,111134.0
71,140868.0
72,148800.0
73,133848.0
74,114204.0
75,116466.0
76,143016.0
77,116466.0
78,100386.0
79,83979.0
80,118000.0
81,100440.0
82,126218.0
83,94107.0
84,116337.0
85,90090.0
86,98670.0
87,80948.0
88,127602.0
89,114857.0
90,151182.0
91,93940.0
92,122128.0
93,137572.0
94,127720.0
95,128040.0
96,162729.0
97,124353.0
98,142974.0
99,150748.0
100,123120.0
101,105329.0
102,116625.0
103,130500.0
104,120400.0
105,188518.0
106,167772.0
107,175552.0
108,139320.0
109,175680.0
110,132055.0
111,145754.0
112,104960.0
113,90244.0
114,89430.0
115,127002.0
116,112442.0
117,127002.0
118,105717.0
119,129311.0
120,99905.0
121,152308.0
122,126488.0
123,103632.0
124,120384.0
125,93225.0
126,120574.0
127,105996.0
128,88844.0
129,123552.0
130,108528.0
131,88795.0
132,128516.0
133,97900.0
134,128516.0
135,97900.0
136,117691.0
137,123039.0
138,105633.0
139,91924.0
140,116620.0
141,112504.0
142,149445.0
143,174286.0
144,158672.0
145,154710.0
146,117986.0
147,145666.0
148,106530.0
149,103522.0
150,92444.0
151,115364.0
152,89271.0
153,71997.0
154,73542.0
155,61655.0
156,76398.0
157,88038.0
158,93264.0
159,81216.0
160,87232.0
161,107904.0
162,105462.0
163,98580.0
164,94827.0
165,100893.0
166,104244.0
167,122094.0
168,101959.0
169,136214.0
170,106392.0
171,108225.0
172,86944.0
173,105419.0
174,155184.0
175,136218.0
176,151457.0
177,125258.0
178,130683.0
179,95062.0
180,93611.0
181,123864.0
182,101268.0
183,102046.0
184,156104.0
185,121344.0
186,89996.0
187,101992.0
188,77910.0
189,133342.0
190,85426.0
191,81750.0
192,130088.0
193,127440.0
194,174640.0
195,121830.0
196,127162.0
197,142245.0
198,167751.0
199,136686.0
200,142524.0
201,110980.0
202,153750.0
203,95319.0
204,80183.0
205,95319.0
206,80183.0
207,56214.0
208,81536.0
209,88110.0
210,85301.0
211,65601.0
212,83844.0
213,76788.0
214,83640.0
215,81841.0
216,81837.0
217,86860.0
218,99540.0
219,80784.0
220,85281.0
221,82113.0
222,84196.0
223,115443.0
224,80595.0
225,81842.0
226,73752.0
227,57186.0
228,82215.0
229,99910.0
230,135636.0
231,168744.0
232,119667.0
233,123372.0
234,104880.0
235,151533.0
236,112518.0
237,110750.0
238,108192.0
239,137560.0
240,99189.0
241,84135.0
242,93891.0
243,103208.0
244,80332.0
245,105868.0
246,65872.0
247,103863.0
248,78690.0
249,123066.0
250,106212.0
251,123060.0
252,83524.0
253,110124.0
254,87576.0
255,91600.0
256,70503.0
257,88332.0
258,76704.0
259,86292.0
260,80817.0
261,87108.0
262,77520.0
263,104195.0
264,75888.0
265,85476.0
266,81765.0
267,95880.0
268,75888.0
269,72839.0
270,99964.0
271,113040.0
272,90720.0
273,112080.0
274,87360.0
275,107760.0
276,87120.0
277,133338.0
278,130800.0
279,128426.0
280,103620.0
281,100796.0
282,115514.0
283,114270.0
284,84360.0
285,117729.0
286,94248.0
287,117992.0
288,95632.0
289,126248.0
290,100792.0
291,120840.0
292,90720.0
293,107468.0
294,75684.0
295,118272.0
296,128737.0
297,103282.0
298,113208.0
299,98252.0
300,142496.0
301,126808.0
302,154580.0
303,135850.0
304,128235.0
305,147186.0
306,181719.0
307,130536.0
308,173910.0
309,136701.0
310,149151.0
311,172368.0
312,167817.0
313,159211.0
314,158592.0
